user_id,source_type,date,package_name,app_name,category,usage_minutes,night_minutes,open_count,notification_count,personal_goal_minutes,first_open_time,last_time_used,captured_at
synthetic_user_001,synthetic,2026-01-07,com.android.chrome,Chrome,browser,25.41,0.0,10,0,330,1767780000000,1767781524503,1767866400000
synthetic_user_001,synthetic,2026-01-07,com.notion.id,Notion,productivity,27.86,2.48,2,2,330,1767819600000,1767821271525,1767906000000
synthetic_user_001,synthetic,2026-01-07,com.example.game,Puzzle Game,game,41.38,5.94,6,1,330,1767819600000,1767822082818,1767906000000
synthetic_user_001,synthetic,2026-01-07,com.google.android.gm,Gmail,productivity,22.97,1.85,7,12,330,1767812400000,1767813778083,1767898800000
synthetic_user_001,synthetic,2026-01-08,com.google.android.youtube,YouTube,video,79.22,25.56,7,4,330,1767877200000,1767881953264,1767963600000
synthetic_user_001,synthetic,2026-01-08,com.instagram.android,Instagram,sns,62.39,23.35,9,17,330,1767855600000,1767859343632,1767942000000
synthetic_user_001,synthetic,2026-01-08,com.kakao.talk,KakaoTalk,sns,45.29,6.42,6,14,330,1767873600000,1767876317270,1767960000000
synthetic_user_001,synthetic,2026-01-08,com.android.chrome,Chrome,browser,23.07,6.48,1,0,330,1767888000000,1767889384063,1767974400000
synthetic_user_001,synthetic,2026-01-08,com.notion.id,Notion,productivity,29.96,0.03,6,8,330,1767898800000,1767900597740,1767985200000
synthetic_user_001,synthetic,2026-01-08,com.example.game,Puzzle Game,game,48.84,0.0,8,4,330,1767855600000,1767858530684,1767942000000
synthetic_user_001,synthetic,2026-01-08,com.google.android.gm,Gmail,productivity,15.52,1.93,1,3,330,1767862800000,1767863730983,1767949200000
synthetic_user_001,synthetic,2026-01-09,com.google.android.youtube,YouTube,video,97.31,30.89,11,8,330,1767978000000,1767983838461,1768064400000
synthetic_user_001,synthetic,2026-01-09,com.instagram.android,Instagram,sns,78.49,23.55,14,32,330,1767992400000,1767997109660,1768078800000
synthetic_user_001,synthetic,2026-01-09,com.kakao.talk,KakaoTalk,sns,48.73,10.51,5,13,330,1767942000000,1767944924050,1768028400000
synthetic_user_001,synthetic,2026-01-09,com.android.chrome,Chrome,browser,36.01,3.56,7,8,330,1767952800000,1767954960338,1768039200000
synthetic_user_001,synthetic,2026-01-09,com.notion.id,Notion,productivity,33.35,0.0,5,5,330,1767963600000,1767965601232,1768050000000
synthetic_user_001,synthetic,2026-01-09,com.example.game,Puzzle Game,game,42.84,4.92,5,0,330,1767974400000,1767976970414,1768060800000
synthetic_user_001,synthetic,2026-01-09,com.google.android.gm,Gmail,productivity,20.94,2.09,5,0,330,1767978000000,1767979256657,1768064400000
synthetic_user_001,synthetic,2026-01-10,com.google.android.youtube,YouTube,video,124.39,41.46,12,3,330,1768057200000,1768064663364,1768143600000
synthetic_user_001,synthetic,2026-01-10,com.instagram.android,Instagram,sns,82.36,13.44,17,39,330,1768078800000,1768083741898,1768165200000
synthetic_user_001,synthetic,2026-01-10,com.kakao.talk,KakaoTalk,sns,58.26,18.26,7,16,330,1768071600000,1768075095700,1768158000000
synthetic_user_001,synthetic,2026-01-10,com.android.chrome,Chrome,browser,34.62,3.56,8,6,330,1768057200000,1768059277180,1768143600000
synthetic_user_001,synthetic,2026-01-10,com.notion.id,Notion,productivity,16.82,6.6,2,3,330,1768053600000,1768054609257,1768140000000
synthetic_user_001,synthetic,2026-01-10,com.example.game,Puzzle Game,game,85.68,15.47,10,7,330,1768050000000,1768055141074,1768136400000
synthetic_user_001,synthetic,2026-01-10,com.google.android.gm,Gmail,productivity,25.91,0.22,9,11,330,1768032000000,1768033554735,1768118400000
synthetic_user_001,synthetic,2026-01-11,com.google.android.youtube,YouTube,video,124.82,45.18,11,0,330,1768132800000,1768140289173,1768219200000
synthetic_user_001,synthetic,2026-01-11,com.instagram.android,Instagram,sns,81.03,21.54,6,6,330,1768140000000,1768144862028,1768226400000
synthetic_user_001,synthetic,2026-01-11,com.kakao.talk,KakaoTalk,sns,53.64,10.99,8,18,330,1768147200000,1768150418668,1768233600000
synthetic_user_001,synthetic,2026-01-11,com.android.chrome,Chrome,browser,40.21,6.95,7,3,330,1768118400000,1768120812813,1768204800000
synthetic_user_001,synthetic,2026-01-11,com.notion.id,Notion,productivity,21.55,0.0,3,3,330,1768122000000,1768123292918,1768208400000
synthetic_user_001,synthetic,2026-01-11,com.example.game,Puzzle Game,game,65.25,6.56,7,1,330,1768114800000,1768118715297,1768201200000
synthetic_user_001,synthetic,2026-01-11,com.google.android.gm,Gmail,productivity,18.02,0.0,5,10,330,1768140000000,1768141081270,1768226400000
synthetic_user_001,synthetic,2026-01-12,com.google.android.youtube,YouTube,video,65.77,26.46,7,1,330,1768201200000,1768205145992,1768287600000
synthetic_user_001,synthetic,2026-01-12,com.instagram.android,Instagram,sns,50.22,8.5,10,27,330,1768240800000,1768243813276,1768327200000
synthetic_user_001,synthetic,2026-01-12,com.kakao.talk,KakaoTalk,sns,46.09,6.9,10,16,330,1768233600000,1768236365303,1768320000000
synthetic_user_001,synthetic,2026-01-12,com.android.chrome,Chrome,browser,36.75,1.99,5,0,330,1768230000000,1768232205172,1768316400000
synthetic_user_001,synthetic,2026-01-12,com.notion.id,Notion,productivity,28.75,2.46,9,11,330,1768244400000,1768246125226,1768330800000
synthetic_user_001,synthetic,2026-01-12,com.example.game,Puzzle Game,game,27.62,9.24,7,4,330,1768226400000,1768228056997,1768312800000
synthetic_user_001,synthetic,2026-01-12,com.google.android.gm,Gmail,productivity,26.04,8.85,6,8,330,1768230000000,1768231562632,1768316400000
synthetic_user_001,synthetic,2026-01-13,com.google.android.youtube,YouTube,video,87.91,24.75,11,5,330,1768294800000,1768300074892,1768381200000
synthetic_user_001,synthetic,2026-01-13,com.instagram.android,Instagram,sns,49.26,3.53,7,14,330,1768309200000,1768312155708,1768395600000
synthetic_user_001,synthetic,2026-01-13,com.kakao.talk,KakaoTalk,sns,55.48,17.74,8,16,330,1768316400000,1768319728701,1768402800000
synthetic_user_001,synthetic,2026-01-13,com.android.chrome,Chrome,browser,32.95,6.43,7,0,330,1768323600000,1768325576932,1768410000000
synthetic_user_001,synthetic,2026-01-13,com.notion.id,Notion,productivity,29.73,11.58,8,11,330,1768294800000,1768296583901,1768381200000
synthetic_user_001,synthetic,2026-01-13,com.example.game,Puzzle Game,game,37.84,6.13,6,0,330,1768338000000,1768340270469,1768424400000
synthetic_user_001,synthetic,2026-01-13,com.google.android.gm,Gmail,productivity,27.63,5.45,6,9,330,1768312800000,1768314457675,1768399200000
synthetic_user_001,synthetic,2026-01-14,com.google.android.youtube,YouTube,video,86.23,20.27,14,1,330,1768381200000,1768386373593,1768467600000
synthetic_user_001,synthetic,2026-01-14,com.instagram.android,Instagram,sns,75.25,21.64,7,6,330,1768402800000,1768407315119,1768489200000
synthetic_user_001,synthetic,2026-01-14,com.kakao.talk,KakaoTalk,sns,58.42,15.76,11,19,330,1768428000000,1768431504967,1768514400000
synthetic_user_001,synthetic,2026-01-14,com.android.chrome,Chrome,browser,30.48,4.06,9,5,330,1768399200000,1768401028662,1768485600000
synthetic_user_001,synthetic,2026-01-14,com.notion.id,Notion,productivity,26.26,4.64,2,0,330,1768381200000,1768382775488,1768467600000
synthetic_user_001,synthetic,2026-01-14,com.example.game,Puzzle Game,game,47.87,7.85,6,7,330,1768420800000,1768423672058,1768507200000
synthetic_user_001,synthetic,2026-01-14,com.google.android.gm,Gmail,productivity,25.59,7.28,4,4,330,1768417200000,1768418735468,1768503600000
synthetic_user_001,synthetic,2026-01-15,com.google.android.youtube,YouTube,video,80.43,19.47,12,8,330,1768500000000,1768504825680,1768586400000
synthetic_user_001,synthetic,2026-01-15,com.instagram.android,Instagram,sns,56.33,6.77,7,14,330,1768485600000,1768488979693,1768572000000
synthetic_user_001,synthetic,2026-01-15,com.kakao.talk,KakaoTalk,sns,42.16,9.48,7,17,330,1768510800000,1768513329567,1768597200000
synthetic_user_001,synthetic,2026-01-15,com.android.chrome,Chrome,browser,33.97,6.3,9,3,330,1768478400000,1768480438283,1768564800000
synthetic_user_001,synthetic,2026-01-15,com.notion.id,Notion,productivity,28.16,0.0,2,0,330,1768460400000,1768462089875,1768546800000
synthetic_user_001,synthetic,2026-01-15,com.example.game,Puzzle Game,game,40.66,7.52,10,6,330,1768482000000,1768484439415,1768568400000
synthetic_user_001,synthetic,2026-01-15,com.google.android.gm,Gmail,productivity,23.5,0.0,5,2,330,1768492800000,1768494210105,1768579200000
synthetic_user_001,synthetic,2026-01-16,com.google.android.youtube,YouTube,video,104.39,29.81,10,8,330,1768546800000,1768553063665,1768633200000
synthetic_user_001,synthetic,2026-01-16,com.instagram.android,Instagram,sns,74.23,16.81,3,3,330,1768579200000,1768583653917,1768665600000
synthetic_user_001,synthetic,2026-01-16,com.kakao.talk,KakaoTalk,sns,37.18,11.78,3,4,330,1768590000000,1768592230885,1768676400000
synthetic_user_001,synthetic,2026-01-16,com.android.chrome,Chrome,browser,33.21,10.43,5,7,330,1768600800000,1768602792329,1768687200000
synthetic_user_001,synthetic,2026-01-16,com.notion.id,Notion,productivity,27.58,0.0,6,6,330,1768586400000,1768588054825,1768672800000
synthetic_user_001,synthetic,2026-01-16,com.example.game,Puzzle Game,game,44.1,8.9,6,0,330,1768582800000,1768585446043,1768669200000
synthetic_user_001,synthetic,2026-01-16,com.google.android.gm,Gmail,productivity,21.16,0.0,5,8,330,1768550400000,1768551669723,1768636800000
synthetic_user_001,synthetic,2026-01-17,com.google.android.youtube,YouTube,video,103.3,35.21,20,4,330,1768669200000,1768675397869,1768755600000
synthetic_user_001,synthetic,2026-01-17,com.instagram.android,Instagram,sns,70.07,11.69,9,17,330,1768676400000,1768680604015,1768762800000
synthetic_user_001,synthetic,2026-01-17,com.kakao.talk,KakaoTalk,sns,62.14,13.15,14,28,330,1768662000000,1768665728230,1768748400000
synthetic_user_001,synthetic,2026-01-17,com.android.chrome,Chrome,browser,36.31,2.71,3,0,330,1768633200000,1768635378523,1768719600000
synthetic_user_001,synthetic,2026-01-17,com.notion.id,Notion,productivity,25.5,11.22,1,0,330,1768636800000,1768638330041,1768723200000
synthetic_user_001,synthetic,2026-01-17,com.example.game,Puzzle Game,game,78.24,9.63,17,3,330,1768647600000,1768652294252,1768734000000
synthetic_user_001,synthetic,2026-01-17,com.google.android.gm,Gmail,productivity,17.77,8.92,3,3,330,1768636800000,1768637866199,1768723200000
synthetic_user_001,synthetic,2026-01-18,com.google.android.youtube,YouTube,video,102.76,33.54,14,5,330,1768752000000,1768758165416,1768838400000
synthetic_user_001,synthetic,2026-01-18,com.instagram.android,Instagram,sns,91.84,17.63,16,32,330,1768773600000,1768779110544,1768860000000
synthetic_user_001,synthetic,2026-01-18,com.kakao.talk,KakaoTalk,sns,60.69,13.27,7,12,330,1768755600000,1768759241166,1768842000000
synthetic_user_001,synthetic,2026-01-18,com.android.chrome,Chrome,browser,37.29,4.15,4,3,330,1768734000000,1768736237232,1768820400000
synthetic_user_001,synthetic,2026-01-18,com.notion.id,Notion,productivity,4.62,3.32,1,0,330,1768748400000,1768748677336,1768834800000
synthetic_user_001,synthetic,2026-01-18,com.example.game,Puzzle Game,game,85.62,16.81,10,5,330,1768734000000,1768739137369,1768820400000
synthetic_user_001,synthetic,2026-01-18,com.google.android.gm,Gmail,productivity,13.44,3.8,6,6,330,1768762800000,1768763606361,1768849200000
synthetic_user_001,synthetic,2026-01-19,com.google.android.youtube,YouTube,video,69.78,20.41,12,4,330,1768824000000,1768828186506,1768910400000
synthetic_user_001,synthetic,2026-01-19,com.instagram.android,Instagram,sns,66.01,14.86,10,19,330,1768860000000,1768863960832,1768946400000
synthetic_user_001,synthetic,2026-01-19,com.kakao.talk,KakaoTalk,sns,38.94,0.06,7,14,330,1768849200000,1768851536574,1768935600000
synthetic_user_001,synthetic,2026-01-19,com.android.chrome,Chrome,browser,30.75,0.0,8,0,330,1768824000000,1768825844717,1768910400000
synthetic_user_001,synthetic,2026-01-19,com.notion.id,Notion,productivity,25.15,3.24,6,8,330,1768820400000,1768821908827,1768906800000
synthetic_user_001,synthetic,2026-01-19,com.example.game,Puzzle Game,game,30.8,5.5,3,0,330,1768809600000,1768811447846,1768896000000
synthetic_user_001,synthetic,2026-01-19,com.google.android.gm,Gmail,productivity,27.73,0.0,4,8,330,1768838400000,1768840063724,1768924800000
synthetic_user_001,synthetic,2026-01-20,com.google.android.youtube,YouTube,video,57.04,14.56,11,7,330,1768903200000,1768906622420,1768989600000
synthetic_user_001,synthetic,2026-01-20,com.instagram.android,Instagram,sns,53.22,8.29,7,17,330,1768910400000,1768913592995,1768996800000
synthetic_user_001,synthetic,2026-01-20,com.kakao.talk,KakaoTalk,sns,45.39,11.53,10,17,330,1768899600000,1768902323466,1768986000000
synthetic_user_001,synthetic,2026-01-20,com.android.chrome,Chrome,browser,20.49,6.47,2,0,330,1768917600000,1768918829639,1769004000000
synthetic_user_001,synthetic,2026-01-20,com.notion.id,Notion,productivity,34.35,8.56,6,5,330,1768892400000,1768894461251,1768978800000
synthetic_user_001,synthetic,2026-01-20,com.example.game,Puzzle Game,game,38.33,5.7,10,9,330,1768896000000,1768898299946,1768982400000
synthetic_user_001,synthetic,2026-01-20,com.google.android.gm,Gmail,productivity,19.7,4.21,4,9,330,1768910400000,1768911581744,1768996800000
synthetic_user_001,synthetic,2026-01-21,com.google.android.youtube,YouTube,video,82.62,29.4,17,2,330,1769000400000,1769005357467,1769086800000
synthetic_user_001,synthetic,2026-01-21,com.instagram.android,Instagram,sns,58.36,8.89,11,28,330,1768978800000,1768982301330,1769065200000
synthetic_user_001,synthetic,2026-01-21,com.kakao.talk,KakaoTalk,sns,45.25,16.26,10,18,330,1768978800000,1768981515101,1769065200000
synthetic_user_001,synthetic,2026-01-21,com.android.chrome,Chrome,browser,32.31,0.0,8,8,330,1768986000000,1768987938550,1769072400000
synthetic_user_001,synthetic,2026-01-21,com.notion.id,Notion,productivity,34.17,1.41,5,6,330,1768986000000,1768988050263,1769072400000
synthetic_user_001,synthetic,2026-01-21,com.example.game,Puzzle Game,game,37.16,3.7,7,4,330,1769011200000,1769013429745,1769097600000
synthetic_user_001,synthetic,2026-01-21,com.google.android.gm,Gmail,productivity,15.37,0.12,5,10,330,1769025600000,1769026521987,1769112000000
synthetic_user_001,synthetic,2026-01-22,com.google.android.youtube,YouTube,video,64.86,16.42,11,8,330,1769079600000,1769083491567,1769166000000
synthetic_user_001,synthetic,2026-01-22,com.instagram.android,Instagram,sns,72.93,16.97,7,16,330,1769119200000,1769123575789,1769205600000
synthetic_user_001,synthetic,2026-01-22,com.kakao.talk,KakaoTalk,sns,40.19,10.66,5,11,330,1769065200000,1769067611184,1769151600000
synthetic_user_001,synthetic,2026-01-22,com.android.chrome,Chrome,browser,29.94,4.57,4,0,330,1769101200000,1769102996507,1769187600000
synthetic_user_001,synthetic,2026-01-22,com.notion.id,Notion,productivity,23.89,0.0,4,5,330,1769076000000,1769077433376,1769162400000
synthetic_user_001,synthetic,2026-01-22,com.example.game,Puzzle Game,game,37.4,11.59,6,7,330,1769090400000,1769092644192,1769176800000
synthetic_user_001,synthetic,2026-01-22,com.google.android.gm,Gmail,productivity,22.4,0.0,3,8,330,1769068800000,1769070144058,1769155200000
synthetic_user_001,synthetic,2026-01-23,com.google.android.youtube,YouTube,video,123.3,38.11,12,10,330,1769202000000,1769209397918,1769288400000
synthetic_user_001,synthetic,2026-01-23,com.instagram.android,Instagram,sns,64.4,16.92,10,19,330,1769202000000,1769205864198,1769288400000
synthetic_user_001,synthetic,2026-01-23,com.kakao.talk,KakaoTalk,sns,49.59,10.45,9,19,330,1769169600000,1769172575490,1769256000000
synthetic_user_001,synthetic,2026-01-23,com.android.chrome,Chrome,browser,32.07,5.19,1,2,330,1769173200000,1769175124296,1769259600000
synthetic_user_001,synthetic,2026-01-23,com.notion.id,Notion,productivity,24.79,0.0,4,3,330,1769176800000,1769178287394,1769263200000
synthetic_user_001,synthetic,2026-01-23,com.example.game,Puzzle Game,game,28.59,3.52,5,3,330,1769162400000,1769164115180,1769248800000
synthetic_user_001,synthetic,2026-01-23,com.google.android.gm,Gmail,productivity,19.26,3.67,1,0,330,1769162400000,1769163555632,1769248800000
synthetic_user_001,synthetic,2026-01-24,com.google.android.youtube,YouTube,video,120.87,38.27,13,8,330,1769252400000,1769259652403,1769338800000
synthetic_user_001,synthetic,2026-01-24,com.instagram.android,Instagram,sns,67.39,11.49,14,34,330,1769248800000,1769252843236,1769335200000
synthetic_user_001,synthetic,2026-01-24,com.kakao.talk,KakaoTalk,sns,38.1,2.33,4,7,330,1769266800000,1769269086219,1769353200000
synthetic_user_001,synthetic,2026-01-24,com.android.chrome,Chrome,browser,39.24,3.46,4,0,330,1769277600000,1769279954252,1769364000000
synthetic_user_001,synthetic,2026-01-24,com.notion.id,Notion,productivity,9.77,1.95,2,7,330,1769252400000,1769252986067,1769338800000
synthetic_user_001,synthetic,2026-01-24,com.example.game,Puzzle Game,game,75.13,21.76,6,2,330,1769245200000,1769249707506,1769331600000
synthetic_user_001,synthetic,2026-01-24,com.google.android.gm,Gmail,productivity,10.52,2.01,2,5,330,1769284800000,1769285430913,1769371200000
synthetic_user_001,synthetic,2026-01-25,com.google.android.youtube,YouTube,video,137.42,49.72,20,3,330,1769338800000,1769347044905,1769425200000
synthetic_user_001,synthetic,2026-01-25,com.instagram.android,Instagram,sns,69.54,17.17,8,23,330,1769331600000,1769335772121,1769418000000
synthetic_user_001,synthetic,2026-01-25,com.kakao.talk,KakaoTalk,sns,52.28,14.2,8,17,330,1769331600000,1769334736926,1769418000000
synthetic_user_001,synthetic,2026-01-25,com.android.chrome,Chrome,browser,45.01,11.99,10,1,330,1769378400000,1769381100382,1769464800000
synthetic_user_001,synthetic,2026-01-25,com.notion.id,Notion,productivity,17.01,4.44,5,9,330,1769374800000,1769375820396,1769461200000
synthetic_user_001,synthetic,2026-01-25,com.example.game,Puzzle Game,game,88.25,17.04,12,0,330,1769356800000,1769362094832,1769443200000
synthetic_user_001,synthetic,2026-01-25,com.google.android.gm,Gmail,productivity,16.19,0.0,4,7,330,1769360400000,1769361371305,1769446800000
synthetic_user_001,synthetic,2026-01-26,com.google.android.youtube,YouTube,video,66.45,26.75,12,5,330,1769428800000,1769432787286,1769515200000
synthetic_user_001,synthetic,2026-01-26,com.instagram.android,Instagram,sns,66.84,22.51,5,10,330,1769454000000,1769458010443,1769540400000
synthetic_user_001,synthetic,2026-01-26,com.kakao.talk,KakaoTalk,sns,35.4,7.47,10,22,330,1769410800000,1769412924142,1769497200000
synthetic_user_001,synthetic,2026-01-26,com.android.chrome,Chrome,browser,30.55,3.24,7,0,330,1769432400000,1769434233125,1769518800000
synthetic_user_001,synthetic,2026-01-26,com.notion.id,Notion,productivity,35.22,0.0,6,9,330,1769450400000,1769452513403,1769536800000
synthetic_user_001,synthetic,2026-01-26,com.example.game,Puzzle Game,game,27.23,5.82,5,4,330,1769464800000,1769466433731,1769551200000
synthetic_user_001,synthetic,2026-01-26,com.google.android.gm,Gmail,productivity,25.96,0.0,6,12,330,1769436000000,1769437557312,1769522400000
synthetic_user_001,synthetic,2026-01-27,com.google.android.youtube,YouTube,video,96.53,36.15,15,9,330,1769529600000,1769535391946,1769616000000
synthetic_user_001,synthetic,2026-01-27,com.instagram.android,Instagram,sns,64.4,18.75,7,14,330,1769526000000,1769529864043,1769612400000
synthetic_user_001,synthetic,2026-01-27,com.kakao.talk,KakaoTalk,sns,47.55,11.42,11,23,330,1769536800000,1769539653250,1769623200000
synthetic_user_001,synthetic,2026-01-27,com.android.chrome,Chrome,browser,33.94,0.0,6,0,330,1769533200000,1769535236380,1769619600000
synthetic_user_001,synthetic,2026-01-27,com.notion.id,Notion,productivity,24.47,0.0,5,5,330,1769511600000,1769513068486,1769598000000
synthetic_user_001,synthetic,2026-01-27,com.example.game,Puzzle Game,game,40.7,8.59,9,0,330,1769511600000,1769514041826,1769598000000
synthetic_user_001,synthetic,2026-01-27,com.google.android.gm,Gmail,productivity,22.48,0.0,5,10,330,1769536800000,1769538148668,1769623200000
synthetic_user_001,synthetic,2026-01-28,com.google.android.youtube,YouTube,video,77.43,22.78,15,6,330,1769637600000,1769642245998,1769724000000
synthetic_user_001,synthetic,2026-01-28,com.instagram.android,Instagram,sns,71.93,15.03,9,16,330,1769630400000,1769634715679,1769716800000
synthetic_user_001,synthetic,2026-01-28,com.kakao.talk,KakaoTalk,sns,47.95,11.92,6,11,330,1769612400000,1769615276837,1769698800000
synthetic_user_001,synthetic,2026-01-28,com.android.chrome,Chrome,browser,34.78,0.35,2,0,330,1769594400000,1769596486685,1769680800000
synthetic_user_001,synthetic,2026-01-28,com.notion.id,Notion,productivity,41.93,0.0,8,12,330,1769626800000,1769629315539,1769713200000
synthetic_user_001,synthetic,2026-01-28,com.example.game,Puzzle Game,game,39.1,8.82,9,2,330,1769598000000,1769600346126,1769684400000
synthetic_user_001,synthetic,2026-01-28,com.google.android.gm,Gmail,productivity,21.08,0.6,5,11,330,1769630400000,1769631664689,1769716800000
synthetic_user_001,synthetic,2026-01-29,com.google.android.youtube,YouTube,video,74.07,22.92,14,1,330,1769684400000,1769688844303,1769770800000
synthetic_user_001,synthetic,2026-01-29,com.instagram.android,Instagram,sns,65.25,20.94,7,19,330,1769680800000,1769684714743,1769767200000
